"Timestamp","How much Smalltalk experience do you have?","Where did you gain your Smalltalk experience?","How often do you develop software?","What Smalltalk dialect do you use primarily?","You mainly work ...","I access and/or inspect objects ... [Select:]","I modify variables in inspector windows ... [Select:]","I evaluate code snippets and/or run methods in inspector windows ... [Select:]","I keep inspector windows open for long periods of time. [Select:]","It is easy to access objects. [Confirm:]","Smalltalk offers many ways to access or inspect objects. [Confirm:]","Accessing objects helps me to understand how programs work. [Confirm:]","Accessing objects helps me to get immediate information about objects and/or program states. [Confirm:]","I debug programs ... [Select:]","I modify variables in debugger windows ... [Select:]","I evaluate code snippets and/or run methods in debugger windows ... [Select:]","Debugging programs helps me to understand how the programs work. [Confirm:]","Debugging programs helps me to get immediate information about program behaviors and/or states. [Confirm:]","I modify source code of running programs ... [Select:]","Modifying running programs helps me to understand how programs work. [Confirm:]","When I change the source code of a running program, I expect to see the effect of my changes immediately or very soon after. [Confirm:]","I write code snippets ... [Select:]","Writing code snippets helps me to identify what is the cause of a bug. [Confirm:]","Writing code snippets helps me to learn new libraries and/or programs. [Confirm:]","Writing code snippets helps me to identify how I should structure my source code. [Confirm:]","Writing code snippets helps me to get immediate information about program behaviors and/or states. [Confirm:]","I search for source code examples ... [in example classes and/or methods]","I search for source code examples ... [in class and/or method comments]","I search for source code examples ... [in help and/or example browsers]","I search for source code examples ... [in test cases]","I search for source code examples ... [in general source code]","I search for source code examples ... [on Internet and/or books]","Relevant source code examples are easy to find. [Confirm:]","Source code examples are easy to execute. [Confirm:]","Source code examples are easy to modify. [Confirm:]","Source code examples helps me to learn new libraries and/or programs. [Confirm:]","How often do you ask for examples, program usages, and/or issue solutions ... [to colleagues in person?]","How often do you ask for examples, program usages, and/or issue solutions ... [in chats and/or mailing lists?]","What do you use (attach) when discussing programming issues electronically? [screenshots]","What do you use (attach) when discussing programming issues electronically? [code snippets]","What do you use (attach) when discussing programming issues electronically? [source code]","What do you use (attach) when discussing programming issues electronically? [links to source code]","What do you use (attach) when discussing programming issues electronically? [patches or bug fixes]","What do you use (attach) when discussing programming issues electronically? [stack traces in text forms]","What do you use (attach) when discussing programming issues electronically? [serialized objects and/or programs]","What do you use (attach) when discussing programming issues electronically? [serialized stack traces]","It is easier to read a source code, rather than write a test case for it. [Familiar code]","It is easier to read a source code, rather than write a test case for it. [Unfamiliar code]","It is easier to read a source code, rather than write a code snippet to run it. [Familiar code]","It is easier to read a source code, rather than write a code snippet to run it. [Unfamiliar code]","It is easier to understand a source code by reading it, rather than by running its examples. [Familiar code]","It is easier to understand a source code by reading it, rather than by running its examples. [Unfamiliar code]","It is easier to find out a bug in a program by reading its source code, rather than by running the program. [Familiar code]","It is easier to find out a bug in a program by reading its source code, rather than by running the program. [Unfamiliar code]","I prefer to learn a source code by running examples, rather than learning it by reading its source code. [Familiar code]","I prefer to learn a source code by running examples, rather than learning it by reading its source code. [Unfamiliar code]","I prefer to check my source code changes as often as possible, rather than after I finish a task. [Familiar code]","I prefer to check my source code changes as often as possible, rather than after I finish a task. [Unfamiliar code]","Live programming in Smalltalk","Electronic communication in Smalltalk"
"2017/08/04 12:15:42 PM GMT-3","more than 10 years","Primarily in industry","Daily","VA Smalltalk","remotely, my co-workers are in other buildings and/or cities","Very often","Regularly","Often","Regularly","Agree","Agree","Agree","Agree","Very often","Often","Often","Agree","Agree","Often","Agree","Agree","Very often","Agree","Agree","Agree","Agree","Often","Occasionally/ Sometimes","Regularly","Regularly","Often","Regularly","Agree","Agree","Agree","Agree","Often","Often","I do easily","I do easily","I do easily","I do easily","I do easily","I do easily","I do, but exchanging it is (too) difficult","I do, but exchanging it is (too) difficult","Neutral","Neutral","Neutral","Neutral","Somewhat agree","Somewhat disagree","Disagree","Disagree","Neutral","Neutral","Not applicable","Not applicable","Envy makes experimentation easy because you always have what you have don",""
"2017/08/04 12:17:53 PM GMT-3","3 to 5 years","In both (academia and industry)","Daily","Pharo","alone, without co-workers","Very often","Very often","Very often","Regularly","Agree","Agree","Agree","Agree","Very often","Often","Often","Agree","Agree","Very often","Agree","Agree","Very often","Somewhat agree","Agree","Neutral","Somewhat agree","Very often","Often","Rarely","Rarely","Very often","Often","Somewhat agree","Somewhat agree","Somewhat agree","Agree","Rarely","Occasionally/ Sometimes","I do easily","I do easily","I do easily","I do not want or need","I do not want or need","I do not want or need","I do not want or need","I do not want or need","Agree","Agree","Agree","Neutral","Somewhat agree","Somewhat disagree","Disagree","Disagree","Agree","Agree","Agree","Neutral","",""
"2017/08/04 12:23:35 PM GMT-3","more than 10 years","self taught","Daily","Squeak","in a single person office","Very often","Very often","Very often","Occasionally/ Sometimes","Agree","Somewhat agree","Agree","Agree","Very often","Very often","Very often","Agree","Agree","Regularly","Agree","Agree","Often","Agree","Agree","Agree","Agree","Regularly","Regularly","Occasionally/ Sometimes","Occasionally/ Sometimes","Regularly","Often","Somewhat agree","Somewhat agree","Agree","Agree","Rarely","Occasionally/ Sometimes","I do easily","I do easily","I do easily","I do not know","I do not know","Not applicable","Not applicable","Not applicable","Neutral","Somewhat disagree","Neutral","Neutral","Neutral","Neutral","Disagree","Disagree","Agree","Agree","I do not know","I do not know","As a hobbyist, I find working in Smalltalk to be most productive, I gave up on Java and C twenty years ago. I would like to turn my Android tablet into a DynaBook.","Squeak seems to have some good built in collaboration tools that don't seem to be used much"
"2017/08/04 12:32:55 PM GMT-3","more than 10 years","Primarily in industry","Weekly","Squeak","in a shared office","Very often","Regularly","Very often","Rarely","Agree","Agree","Somewhat agree","Somewhat agree","Very often","Regularly","Very often","Agree","Somewhat agree","Often","Neutral","Agree","Very often","Agree","Agree","Agree","Agree","Very often","Often","Occasionally/ Sometimes","Often","Very often","Rarely","Agree","Agree","Agree","Agree","Rarely","Occasionally/ Sometimes","I do easily","I do easily","I do easily","I do easily","I do easily","I do easily","I do, but exchanging it is (too) difficult","I do not, because exchanging it is too complex","Neutral","Neutral","Neutral","Neutral","Somewhat agree","Somewhat agree","Somewhat disagree","Neutral","Neutral","Neutral","Somewhat agree","Somewhat agree","It strikes me how issue trackers are not integrated in the live environment. In a live tracker, we would navigate in source code history, execute code snippets, bisect, inspect stack dump etc...","What is lacking is a (web) service for exchanging easily rather than a smalltalk capability, the issue tracker is just an example."
"2017/08/04 12:33:27 PM GMT-3","6 to 10 years","Primarily in industry","Daily","Pharo;GemStone","remotely, my co-workers are in other buildings and/or cities","Very often","Often","Very often","Rarely","Agree","Agree","Agree","Agree","Very often","Very often","Very often","Agree","Agree","Very often","Agree","Agree","Very often","Agree","Agree","Somewhat agree","Agree","Occasionally/ Sometimes","Occasionally/ Sometimes","Rarely","Regularly","Very often","Occasionally/ Sometimes","Agree","Neutral","Agree","Agree","Rarely","Regularly","I do easily","I do easily","I do easily","I do, but exchanging it is (too) difficult","I do, but exchanging it is (too) difficult","I do easily","I do not, because exchanging it is too complex","I do not, because exchanging it is too complex","Agree","Agree","Agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Agree","make a smalltalk channel on twitch.tv","cross platform Fuel"
"2017/08/04 12:43:57 PM GMT-3","more than 10 years","In both (academia and industry)","Weekly","Pharo;Squeak;Cuis, Bee","in a shared office","Very often","Very often","Very often","Very often","Agree","Agree","Agree","Agree","Very often","Very often","Very often","Agree","Agree","Very often","Agree","Agree","Very often","Agree","Agree","Agree","Agree","Very often","Often","Not applicable","Often","Very often","Regularly","Agree","Agree","Agree","Agree","Very often","Often","I do not want or need","I do easily","I do easily","I do not want or need","I do easily","I do, but exchanging it is (too) difficult","I do, but exchanging it is (too) difficult","I do not know","Neutral","Somewhat agree","Neutral","Neutral","Somewhat disagree","Neutral","Somewhat disagree","Somewhat disagree","Somewhat disagree","Neutral","Agree","Agree","Plaintext inspectors are not enough, many objects benefit form a customized representation in graphical form and custom interaction when inspected, including object which are not graphical by nature, like algorithms",""
"2017/08/04 12:49:16 PM GMT-3","more than 10 years","Primarily in academia (student, profesor)","Less than weekly","Pharo","in a shared office","Regularly","Regularly","Often","Rarely","Somewhat agree","Agree","Agree","Agree","Often","Occasionally/ Sometimes","Regularly","Agree","Agree","Regularly","Somewhat agree","Agree","Occasionally/ Sometimes","Somewhat disagree","Agree","Neutral","Somewhat disagree","Occasionally/ Sometimes","Rarely","Rarely","Regularly","Often","Occasionally/ Sometimes","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Occasionally/ Sometimes","Rarely","I do easily","I do easily","I do not, because exchanging it is too complex","I do not, because exchanging it is too complex","I do not, because exchanging it is too complex","I do not, because exchanging it is too complex","I do not, because exchanging it is too complex","I do not, because exchanging it is too complex","Neutral","Somewhat disagree","Somewhat disagree","Neutral","Somewhat disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Somewhat disagree","Somewhat disagree","I'd like to be able to copy-paste object references (e.g. transfer a ref from an opened inspector window to a variable in an existing playground).

I wish most APIs had a ""convenience"" (concise, opinionated) layer designed for interactive use in the playground, on top of the more generic & explicit programmatic ones we currently have.","Iceberg and git hosting should make it easier to talk about code online.

The experience of image (re)creation and code loading should be much more streamlined. Compare with the Rust or Ruby tooling for testing, package installation and versioning…"
"2017/08/04 1:54:18 PM GMT-3","6 to 10 years","Primarily in academia (student, profesor)","Daily","Squeak","in a shared office","Often","Regularly","Regularly","Regularly","Agree","Somewhat agree","Somewhat agree","Agree","Regularly","Regularly","Occasionally/ Sometimes","Agree","Agree","Occasionally/ Sometimes","Neutral","Agree","Very often","Somewhat agree","Agree","Agree","Somewhat agree","Regularly","Often","Very often","Often","Regularly","Often","Neutral","Somewhat agree","Somewhat agree","Agree","Rarely","Rarely","","","","","","","","","Neutral","Agree","Somewhat agree","Somewhat disagree","Somewhat agree","Neutral","Agree","Somewhat agree","Agree","Somewhat agree","Agree","Somewhat agree","",""
"2017/08/04 2:28:18 PM GMT-3","3 to 5 years","Primarily in academia (student, profesor)","Weekly","Squeak","in a shared office","Often","Regularly","Often","Occasionally/ Sometimes","Agree","Agree","Agree","Agree","Often","Often","Often","Agree","Agree","Regularly","Agree","Somewhat agree","Very often","Somewhat agree","Somewhat agree","Neutral","Somewhat agree","Often","Regularly","Rarely","Very often","Often","Regularly","Agree","Agree","Agree","Agree","Occasionally/ Sometimes","Occasionally/ Sometimes","I do easily","I do easily","I do easily","I do not know","I do easily","I do easily","I do not, because exchanging it is too complex","I do, but exchanging it is (too) difficult","Somewhat agree","Somewhat disagree","Neutral","Somewhat disagree","Neutral","Somewhat disagree","Disagree","Disagree","Neutral","Somewhat agree","Neutral","Neutral","",""
"2017/08/04 3:17:53 PM GMT-3","more than 10 years","Primarily in industry","Daily","Squeak;VisualWorks","in a shared office","Very often","Very often","Very often","Regularly","Agree","Agree","Agree","Agree","Very often","Very often","Very often","Agree","Agree","Occasionally/ Sometimes","Somewhat agree","Agree","Very often","Somewhat agree","Somewhat agree","Neutral","Somewhat agree","Very often","Very often","Rarely","Regularly","Very often","Very often","Neutral","Neutral","Neutral","Neutral","Rarely","Rarely","I do easily","I do easily","I do easily","I do easily","I do easily","I do easily","I do not want or need","I do not want or need","Somewhat agree","Somewhat agree","Neutral","Neutral","Somewhat disagree","Somewhat disagree","Disagree","Disagree","Neutral","Neutral","Agree","Agree","",""
"2017/08/04 4:15:16 PM GMT-3","Not applicable","In both (academia and industry)","Daily","Pharo;Amber","alone, without co-workers","Very often","Rarely","Regularly","Rarely","I do not know","I do not know","Agree","Agree","Occasionally/ Sometimes","Rarely","Occasionally/ Sometimes","Somewhat agree","Agree","Occasionally/ Sometimes","Neutral","Somewhat agree","Very often","Neutral","Disagree","Disagree","Somewhat agree","Rarely","Rarely","Rarely","Regularly","Often","Occasionally/ Sometimes","Neutral","I do not know","I do not know","Somewhat agree","Not applicable","Occasionally/ Sometimes","I do, but exchanging it is (too) difficult","I do easily","I do easily","I do easily","I do not want or need","I do not want or need","I do not want or need","I do not want or need","Somewhat agree","Agree","Somewhat disagree","Neutral","Somewhat agree","Agree","Somewhat agree","Somewhat agree","I do not know","I do not know","Agree","Agree","",""
"2017/08/04 5:02:19 PM GMT-3","6 to 10 years","Primarily in academia (student, profesor)","Daily","Squeak","in a shared office","Very often","Very often","Often","Often","Somewhat agree","Agree","Agree","Agree","Very often","Often","Often","Agree","Somewhat agree","Often","Agree","Somewhat agree","Very often","Somewhat agree","Agree","Somewhat agree","Somewhat agree","Often","Often","Regularly","Regularly","Often","Regularly","Neutral","Neutral","Somewhat disagree","Somewhat agree","Very often","Very often","Not applicable","I do easily","I do, but exchanging it is (too) difficult","I do easily","I do, but exchanging it is (too) difficult","I do not, because exchanging it is too complex","I do not, because exchanging it is too complex","I would like, but I am not authorized to do this","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Somewhat disagree","Somewhat disagree","Not applicable","Not applicable","Not applicable","Not applicable","",""
"2017/08/04 6:38:54 PM GMT-3","more than 10 years","Primarily in industry","Daily","Pharo;VisualWorks;GemStone;VA Smalltalk","in a shared office","Very often","Regularly","Often","Occasionally/ Sometimes","Agree","Somewhat agree","Agree","Agree","Very often","Often","Occasionally/ Sometimes","Agree","Agree","Occasionally/ Sometimes","Neutral","Agree","Very often","Agree","Agree","Agree","Agree","Rarely","Occasionally/ Sometimes","Rarely","Occasionally/ Sometimes","Very often","Rarely","Somewhat agree","Somewhat agree","Somewhat agree","Agree","Occasionally/ Sometimes","Rarely","I do not want or need","I do easily","I do not want or need","I do easily","I do, but exchanging it is (too) difficult","I do easily","I do not want or need","I do not want or need","Somewhat agree","Neutral","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Disagree","Disagree","Somewhat agree","Somewhat agree","",""
"2017/08/04 7:16:02 PM GMT-3","2 years or less","Primarily in academia (student, profesor)","Weekly","Squeak","in a shared office","Very often","Often","Often","Regularly","Agree","Somewhat agree","Agree","Agree","Often","Regularly","Often","Agree","Agree","Often","Neutral","Somewhat disagree","Often","Neutral","Neutral","Neutral","Somewhat agree","Often","Occasionally/ Sometimes","Rarely","Rarely","Regularly","Rarely","Somewhat disagree","Agree","Somewhat agree","I do not know","Often","Rarely","I do easily","I do easily","I do not know","I do not know","I do not know","I do not know","I do not know","I do not know","Agree","I do not know","I do not know","I do not know","Somewhat disagree","Somewhat disagree","Disagree","I do not know","Agree","Agree","I do not know","I do not know","",""
"2017/08/04 9:22:58 PM GMT-3","more than 10 years","In both (academia and industry)","Weekly","Pharo","remotely, my co-workers are in other buildings and/or cities","Regularly","Occasionally/ Sometimes","Very often","Often","Agree","Agree","Somewhat agree","Somewhat agree","Often","Regularly","Rarely","Neutral","Somewhat disagree","Occasionally/ Sometimes","Somewhat agree","Agree","Very often","Somewhat agree","Agree","Somewhat disagree","Neutral","Regularly","Regularly","Occasionally/ Sometimes","Regularly","Regularly","Rarely","Disagree","Somewhat disagree","Agree","Somewhat agree","Occasionally/ Sometimes","Rarely","I would like, but I am not authorized to do this","I do easily","I do easily","I do easily","I do easily","I do, but exchanging it is (too) difficult","I do not, because exchanging it is too complex","I do, but exchanging it is (too) difficult","Somewhat agree","Disagree","Agree","Neutral","Agree","Somewhat agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","",""
"2017/08/04 11:24:54 PM GMT-3","more than 10 years","Primarily in industry","Daily","VisualWorks;VA Smalltalk","remotely, my co-workers are in other buildings and/or cities","Very often","Regularly","Very often","Very often","Agree","Agree","Agree","Agree","Very often","Often","Very often","Agree","Agree","Very often","Agree","Agree","Very often","Agree","Agree","Agree","Agree","Occasionally/ Sometimes","Rarely","Rarely","Often","Very often","Rarely","Disagree","Somewhat agree","Somewhat agree","Agree","Rarely","Rarely","I do easily","I do easily","I do easily","I do not want or need","I do, but exchanging it is (too) difficult","I do easily","I do, but exchanging it is (too) difficult","I do easily","Somewhat agree","Somewhat disagree","Neutral","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","","Would be nice to have a forum full of examples and a community that freely shares examples - never been the case with Smalltalk for some reason."
